Implied PPP conversion rate,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029
Japan,240.158,225.67,216.276,210.042,205.624,201.833,201.04,195.857,190.339,186.946,184.823,183.969,182.887,179.596,176.17,171.649,167.811,165.799,163.912,159.62,153.998,148.973,144.653,139.572,134.389,128.747,123.818,119.702,116.369,114.997,111.48,107.454,104.274,101.303,103.052,103.45,105.503,105.379,103.019,101.961,101.58,96.942,90.866,90.96,90.821,91.34,91.574,91.675,91.774,91.813
